,Unnamed: 0,Title,Year_x,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Rank,Game,Month,Year_y,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
232,3254,dishonored death of the outsider,2017,ArkaneStudios,Action Adventure;General,PC,81,7.1,No Online Multiplayer,124,dishonored death of the outsider,9,2017,315233,6634 hours,11403,98,1345,438,9,47.52
233,3264,atlas reactor,2016,TrionWorlds,Turn-Based;Action;General,PC,81,7.8,Online Multiplayer,133,atlas reactor,10,2016,224314,7997 hours,7252,37,994,301,10,28.05
234,3291,fifa 16,2015,EASports,Sports;Team;Soccer;Sim,PC,81,4.4,not specified,44,fifa 16,9,2016,832270,67256 hours,23984,293,20247,1157,93,12.37
235,3323,the elder scrolls legends,2017,"BethesdaSoftworks,DireWolfDigital",Miscellaneous;Board / Card Game,PC,80,5.6,Online Multiplayer,195,the elder scrolls legends,11,2019,242538,4468 hours,892,18,266,337,6,54.28
236,3338,trials fusion,2014,RedLynx,Driving;Racing;Arcade;Motorcycle;Automobile;Street;Street,PC,80,6.8,not specified,197,trials fusion,7,2018,256101,5960 hours,7307,30,1432,344,8,42.97
237,3349,tyranny,2016,ObsidianEntertainment,Role-Playing;Western-Style,PC,80,7.8,No Online Multiplayer,110,tyranny,11,2016,275413,6105 hours,20863,97,880,383,8,45.11
238,3351,football manager 2017,2016,SportsInteractive,Sports;Team;Soccer;Management,PC,80,5.1,not specified,141,football manager 2017,9,2017,252431,5524 hours,4488,27,562,351,7,45.7
239,3363,grid 2,2013,Codemasters,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,80,5.8,not specified,187,grid 2,1,2016,176713,1173 hours,11348,9,348,237,1,150.65
240,3364,the evil within 2,2017,TangoGameworks,Action Adventure;Survival,PC,80,8.9,No Online Multiplayer,130,the evil within 2,2,2018,297818,7801 hours,19248,33,2506,443,11,38.18
241,3383,hand of fate 2,2017,DefiantDevelopment,Miscellaneous;Board / Card Game,PC,80,7.0,No Online Multiplayer,141,hand of fate 2,12,2017,260048,3497 hours,22144,21,773,349,4,74.36
242,3415,battle brothers,2017,OverhypeStudios,Strategy;Turn-Based;Tactics,PC,80,7.5,No Online Multiplayer,151,battle brothers,8,2020,789624,9614 hours,3942,55,520,1062,12,82.13
243,3429,outlast,2013,RedBarrels,Horror;Action Adventure;Horror;Survival,PC,80,8.3,No Online Multiplayer,197,outlast,12,2020,519209,27662 hours,97966,107,8728,698,37,18.77
244,3469,elite dangerous,2014,FrontierDevelopments,Sci-Fi;Large Spaceship;Large Spaceship;Simulation;Space;Civilian,PC,80,6.7,not specified,187,elite dangerous,2,2019,251229,23085 hours,4782,93,2345,374,34,10.88
245,3482,faeria,2017,AbrakamSA,Miscellaneous;Board / Card Game,PC,80,7.7,Online Multiplayer,158,faeria,9,2016,129622,1690 hours,8264,10,264,180,2,76.7
246,3495,darkwood,2017,AcidWizardStudio,Action Adventure;Horror;Survival,PC,80,8.4,not specified,84,darkwood,10,2017,615285,2579 hours,37068,19,629,828,3,238.58
247,3541,company of heroes 2,2013,Relic,Strategy;Real-Time;Historic;General;Historic,PC,80,2.1,not specified,187,company of heroes 2,5,2018,212106,7627 hours,1716,26,745,285,10,27.81
248,3552,bioshock the collection,2016,2KGames,Action;Miscellaneous;Shooter;Compilation;First-Person;Arcade,PC,80,6.8,not specified,51,bioshock the collection,9,2016,629706,16487 hours,14143,133,4659,875,22,38.19
249,3580,far cry 4,2014,UbisoftMontreal,Action;Shooter;First-Person;Modern;Arcade,PC,80,6.8,not specified,149,far cry 4,2,2016,154461,20024 hours,4862,64,5271,222,28,7.71
250,3592,world of tanks,2011,Wargaming.net,First-Person;Modern;Action;Shooter;Shooter;Third-Person;Tactical;Historic;Historic,PC,80,3.6,not specified,48,world of tanks,4,2021,5271236,160272 hours,33934,519,9720,7331,222,32.89
251,3593,vampire the masquerade bloodlines,2004,TroikaGames,Role-Playing;First-Person;Western-Style,PC,80,8.9,1 Player,162,vampire the masquerade bloodlines,12,2019,376315,1859 hours,13684,12,292,506,2,202.43
252,3674,naruto shippuden ultimate ninja storm 3 full burst,2013,CyberConnect2,Action;Fighting;Fighting;3D;3D,PC,80,8.1,Online Multiplayer,200,naruto shippuden ultimate ninja storm 3 full burst,1,2016,170447,782 hours,24391,12,213,229,1,217.96
253,3699,life is strange before the storm,2017,DeckNineGames,Action Adventure;General,PC,80,7.9,not specified,200,life is strange before the storm,1,2018,228938,13526 hours,4399,56,2935,308,18,16.93
254,3717,the awesome adventures of captain spirit,2018,DONTNODEntertainment,Action Adventure;General,PC,80,7.8,No Online Multiplayer,141,the awesome adventures of captain spirit,6,2018,407823,11897 hours,33924,343,6394,567,16,34.28
255,3730,a way out,2018,Hazelight,Action;Action Adventure;General,PC,80,7.5,2 ,192,a way out,12,2020,544924,23367 hours,51334,91,4762,733,31,23.32
256,3748,batman the enemy within,2017,TelltaleGames,Adventure;Point-and-Click,PC,80,6.0,No Online Multiplayer,130,batman the enemy within,4,2018,378534,3302 hours,26352,22,733,526,4,114.64
257,3783,stalker call of pripyat,2010,GSCGameWorld,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,PC,80,8.7,Online Multiplayer,132,stalker call of pripyat,1,2017,347109,3467 hours,11190,23,705,467,4,100.12
258,3800,archeage,2014,XLGAMES,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,80,3.7,not specified,120,archeage,11,2019,525674,23754 hours,6975,76,1638,731,33,22.13
259,3816,tales of berseria,2017,BandaiNamcoGames,Japanese-Style;Role-Playing;Action RPG,PC,80,8.0,No Online Multiplayer,130,tales of berseria,2,2017,258094,22357 hours,8984,96,2533,384,33,11.54
260,3822,microsoft flight simulator 10,2006,MicrosoftGameStudios,Simulation;Flight;Modern Jet;Modern Jet;Combat,PC,80,7.6,32  Online,192,microsoft flight simulator 10,11,2019,250804,14803 hours,1671,55,1031,348,20,16.94
261,3858,dungeon of the endless,2014,AmplitudeStudios,Strategy;Real-Time;General;Fantasy,PC,79,7.9,Online Multiplayer,181,dungeon of the endless,12,2017,187185,713 hours,34222,6,216,251,0,262.53
262,3890,for the king,2018,IronOakGames,Role-Playing;Roguelike,PC,79,7.3,Online Multiplayer,148,for the king,2,2021,984284,37744 hours,15511,198,5982,1466,56,26.08
263,3930,euro truck simulator 2,2013,SCSSoftware,Simulation;General;General;Vehicle;Civilian,PC,79,8.7,not specified,89,euro truck simulator 2,4,2021,2368702,161066 hours,56965,839,17581,3294,224,14.71
264,3950,far lone sails,2018,Okomotive,Action;Platformer;2D,PC,79,8.0,No Online Multiplayer,134,far lone sails,5,2018,400639,3483 hours,33860,57,1212,539,4,115.03
265,3973,dark souls ii scholar of the first sin,2015,FromSoftware,Role-Playing;Action RPG,PC,79,7.4,not specified,143,dark souls ii scholar of the first sin,7,2020,855256,43903 hours,40972,109,4028,1151,59,19.48
266,3979,payday 2,2013,OverkillSoftware,Action;Shooter;Shooter;First-Person;Fantasy;General;Fantasy;Arcade,PC,79,3.6,Online Multiplayer,108,payday 2,6,2017,329141,62211 hours,4223,294,16164,457,86,5.29
267,4019,a hat in time,2017,GearsforBreakfast,Action;Platformer;3D,PC,79,8.5,No Online Multiplayer,170,a hat in time,9,2018,286598,14520 hours,8015,182,3065,398,20,19.74
268,4025,hitman absolution,2012,"IoInteractive,NixxesSoftware",Action Adventure;Modern;General;Modern,PC,79,7.1,not specified,116,hitman absolution,2,2016,206686,1512 hours,35817,15,478,297,2,136.7
269,4079,tom clancys the division,2016,MassiveEntertainment,Shooter;Modern;Modern;Action;Shooter;Third-Person;Tactical;Arcade,PC,79,6.0,not specified,129,tom clancys the division,2,2019,486722,77389 hours,5256,240,11079,725,115,6.29
270,4080,resident evil 4,2014,"Capcom,QLOC",Action Adventure;Horror;Survival,PC,79,8.1,No Online Multiplayer,161,resident evil 4,1,2020,475073,16667 hours,175922,55,2890,639,22,28.5
