,Unnamed: 0,Title,Year_x,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Rank,Game,Month,Year_y,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
2,28,the orange box,2007,ValveSoftware,Action;Miscellaneous;Shooter;Compilation;First-Person;Sci-Fi,PC,96,9.2,16  Online,,,,,,,,,,,,
3,34,halflife,1998,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,96,9.1,1-32 ,,,,,,,,,,,,
5,41,baldurs gate ii shadows of amn,2000,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,95,9.2,Up to 6 ,,,,,,,,,,,,
10,81,sid meiers civilization 2,1996,MPSLabs,Strategy;Turn-Based;Historic;General;Historic;4X,PC,94,8.9,1 Player,,,,,,,,,,,,
11,82,quake,1996,idSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,94,8.8,1-16 ,,,,,,,,,,,,
14,93,grim fandango,1998,LucasArts,Adventure;General;General;3D;Third-Person;Fantasy,PC,94,9.1,No Online Multiplayer,,,,,,,,,,,,
16,103,sid meiers civilization 4,2005,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,94,8.3,12  Online,,,,,,,,,,,,
18,110,company of heroes,2006,Relic,Strategy;Real-Time;Historic;General;Historic,PC,93,8.8,8  Online,,,,,,,,,,,,
20,118,unreal tournament 2004,2004,EpicGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,93,8.8,1-32 ,,,,,,,,,,,,
21,123,starcraft ii wings of liberty,2010,BlizzardEntertainment,Strategy;Real-Time;Sci-Fi;Command,PC,93,8.2,Up to 4 ,,,,,,,,,,,,
24,133,homeworld,1999,Relic,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,93,8.9,1-8 ,,,,,,,,,,,,
29,181,warcraft iii reign of chaos,2002,BlizzardEntertainment,Strategy;Real-Time;Fantasy;General;Fantasy,PC,92,9.1,not specified,,,,,,,,,,,,
30,183,the sims,2000,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,92,7.9,1 Player,,,,,,,,,,,,
31,185,sid meiers gettysburg,1997,FiraxisGames,Strategy;Real-Time;Wargame;Real-Time;General,PC,92,7.4,1-8 ,,,,,,,,,,,,
32,191,world soccer winning eleven 7 international,2004,KCET,Sports;Traditional;Team;Soccer;Sim;Sim,PC,92,7.5,1-2 ,,,,,,,,,,,,
34,196,system shock 2,1999,"LookingGlassStudios,IrrationalGames",Action Adventure;Sci-Fi;Sci-Fi;Survival,PC,92,9.1,1 Player,,,,,,,,,,,,
35,197,tom clancys splinter cell chaos theory,2005,UbisoftMontreal,Action Adventure;Modern;General;Modern,PC,92,8.7,No Online Multiplayer,,,,,,,,,,,,
36,206,rome total war,2004,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,92,9.1,8  Online,,,,,,,,,,,,
37,208,okami,2017,Capcom,Action Adventure;General,PC,92,7.6,No Online Multiplayer,,,,,,,,,,,,
39,215,thief the dark project,1998,LookingGlassStudios,Action Adventure;Fantasy;General;Fantasy,PC,92,9.0,1 Player,,,,,,,,,,,,
40,217,age of empires ii the age of kings,1999,EnsembleStudios,Strategy;Real-Time;Historic;Historic;Command,PC,92,9.0,No Online Multiplayer,,,,,,,,,,,,
41,221,unreal tournament 1999,1999,EpicGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,92,9.0,1-32 ,,,,,,,,,,,,
42,222,sid meiers alpha centauri,1999,FiraxisGames,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,92,9.0,not specified,,,,,,,,,,,,
43,224,galactic civilizations ii twilight of the arnor,2008,Stardock,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,92,8.4,1 Player,,,,,,,,,,,,
44,243,out of the park baseball 17,2016,OutOfTheParkDevelopments,Sports;Baseball;Sim;Team,PC,92,3.4,not specified,,,,,,,,,,,,
45,245,the witcher 3 wild hunt blood and wine,2016,CDProjektRedStudio,Role-Playing;Action RPG,PC,92,9.2,not specified,,,,,,,,,,,,
46,248,tiger woods pga tour 2003,2002,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,92,5.0,1-8 ,,,,,,,,,,,,
48,256,medal of honor allied assault,2002,2015,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,91,8.6,not specified,,,,,,,,,,,,
49,257,myth the fallen lords,1997,"BungieSoftware,Bungie",Strategy;Real-Time;Fantasy;General;Fantasy,PC,91,8.7,1-16 ,,,,,,,,,,,,
50,260,world of warcraft wrath of the lich king,2008,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,91,7.6,Massively Multiplayer,,,,,,,,,,,,
52,264,f1 challenge 9902,2003,ElectronicArts,Driving;Racing;Formula One;Formula One,PC,91,8.0,1-8 ,,,,,,,,,,,,
53,267,baldurs gate,1998,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,91,8.9,Online Multiplayer,,,,,,,,,,,,
54,272,il2 sturmovik,2001,"1C,1CCompany",Simulation;Flight;WWII;WWII;Combat,PC,91,8.7,1-32 ,,,,,,,,,,,,
55,274,freespace 2,1999,VolitionInc.,Simulation;Sci-Fi;Space;Small Spaceship;Small Spaceship;Combat,PC,91,8.8,1-8 ,,,,,,,,,,,,
57,292,tom clancys splinter cell,2003,UbisoftMontreal,Action Adventure;Modern;General;Modern,PC,91,8.5,No Online Multiplayer,,,,,,,,,,,,
58,293,kentucky route zero act 3,2014,CardboardComputer,Adventure;General,PC,91,6.6,not specified,,,,,,,,,,,,
59,295,crysis,2007,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,91,8.0,No Online Multiplayer,,,,,,,,,,,,
60,299,world of warcraft the burning crusade,2007,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,91,8.0,Massively Multiplayer,,,,,,,,,,,,
61,304,tiger woods pga tour 2005,2004,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,91,4.5,1-8 ,,,,,,,,,,,,
62,307,the longest journey,2000,Funcom,Adventure;Third-Person;Point-and-Click;Fantasy;Fantasy,PC,91,8.8,1 Player,,,,,,,,,,,,
63,308,tony hawks pro skater 2,2000,NeversoftEntertainment,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,91,8.5,1-4 ,,,,,,,,,,,,
64,309,star wars jedi knight dark forces 2,1997,LucasArts,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,PC,91,8.6,1-32 ,,,,,,,,,,,,
65,310,batman arkham asylum,2009,RocksteadyStudios,Action Adventure;Fantasy;General;Fantasy,PC,91,8.7,No Online Multiplayer,,,,,,,,,,,,
66,312,galactic civilizations ii dark avatar,2007,Stardock,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,91,8.3,1 Player,,,,,,,,,,,,
67,314,the operative no one lives forever,2000,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,91,8.8,1-16 ,,,,,,,,,,,,
68,317,battlefield 2,2005,DigitalIllusions,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,91,8.4,64  Online,,,,,,,,,,,,
69,322,street fighter 4,2009,Capcom,Action;Fighting;Fighting;3D;2D;3D,PC,91,7.9,2  Online,,,,,,,,,,,,
72,325,fez,2013,PolytronCorp.,Action;Platformer;Platformer;2D;2D,PC,91,6.7,1 Player,,,,,,,,,,,,
73,326,planescape torment,1999,BlackIsleStudios,Role-Playing;General;PC-style RPG;Western-Style,PC,91,9.2,No Online Multiplayer,,,,,,,,,,,,
74,330,neverwinter nights,2002,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,91,8.1,Online Multiplayer,,,,,,,,,,,,
75,333,no one lives forever 2 a spy in harms way,2002,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,91,8.7,not specified,,,,,,,,,,,,
76,336,dragon age origins,2009,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,91,8.7,No Online Multiplayer,,,,,,,,,,,,
79,351,call of duty,2003,InfinityWard,Action;Shooter;Shooter;First-Person;Third-Person;Historic;Tactical;Historic;Arcade,PC,91,8.5,1-32 ,,,,,,,,,,,,
80,352,madden nfl 2004,2003,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PC,91,7.7,1-8 ,,,,,,,,,,,,
81,358,the sims 2,2004,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,90,8.8,No Online Multiplayer,,,,,,,,,,,,
82,359,world of warcraft cataclysm,2010,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,90,5.6,Massively Multiplayer,,,,,,,,,,,,
83,370,world of goo,2008,2DBoy,Miscellaneous;Puzzle;Action;Puzzle;General;Puzzle;General,PC,90,8.5,1-2 ,,,,,,,,,,,,
85,386,black white,2001,LionheadStudios,Strategy;Real-Time;Fantasy;General;Fantasy,PC,90,7.7,not specified,,,,,,,,,,,,
86,390,portal,2007,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,90,9.2,1 Player,,,,,,,,,,,,
87,395,nhl 2001,2000,EASports,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PC,90,6.9,1-8 ,,,,,,,,,,,,
88,403,stephens sausage roll,2016,increpare,Puzzle;Action;General,PC,90,5.5,No Online Multiplayer,,,,,,,,,,,,
89,406,tony hawks pro skater 3,2002,GearboxSoftware,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,90,8.4,1-8 ,,,,,,,,,,,,
91,415,halflife 2 episode two,2007,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,90,9.2,1 Player,,,,,,,,,,,,
92,417,braid,2009,"NumberNoneInc.,KnockoutGames",Action;Platformer;Platformer;2D;2D,PC,90,8.6,1 Player,,,,,,,,,,,,
93,418,the chronicles of riddick escape from butcher bay developers cut,2004,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,90,8.7,1 Player,,,,,,,,,,,,
94,425,sid meiers civilization 3,2001,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,90,8.4,1 Player,,,,,,,,,,,,
95,430,silent hunter 3,2005,Ubisoft,Simulation;Submarine;Submarine;Marine;Combat,PC,90,8.0,8  Online,,,,,,,,,,,,
98,446,falcon 40 allied force,2005,LeadPursuit,Simulation;Flight;Modern Jet;Modern Jet;Combat,PC,90,8.6,16  Online,,,,,,,,,,,,
100,451,flight simulator 2002,2001,MicrosoftGameStudios,Simulation;Flight;Civilian Plane;Civilian,PC,90,8.3,not specified,,,,,,,,,,,,
104,467,freedom force,2002,IrrationalGames,Role-Playing;Action RPG;Action RPG,PC,90,7.9,1-4 ,,,,,,,,,,,,
105,472,gtr 2,2006,SimBin,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,90,8.7,24  Online,,,,,,,,,,,,
107,475,total war shogun 2,2011,CreativeAssembly,Strategy;Turn-Based;Historic;General;Historic,PC,90,8.4,Online Multiplayer,,,,,,,,,,,,
108,476,empire total war,2009,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,90,7.0,not specified,,,,,,,,,,,,
109,479,kentucky route zero act 4,2016,CardboardComputer,Adventure;General,PC,90,6.2,not specified,,,,,,,,,,,,
110,487,command conquer red alert,1996,WestwoodStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;Command,PC,90,8.8,1-6 ,,,,,,,,,,,,
111,488,the witcher 3 wild hunt hearts of stone,2015,CDProjektRedStudio,Role-Playing;Action RPG,PC,89,9.0,not specified,,,,,,,,,,,,
113,501,the walking dead a telltale games series,2012,TelltaleGames,Compilation;Miscellaneous;Adventure;Compilation;Point-and-Click,PC,89,8.7,No Online Multiplayer,,,,,,,,,,,,
114,503,age of mythology,2002,EnsembleStudios,Strategy;Real-Time;Fantasy;General;Fantasy,PC,89,8.9,1-12 ,,,,,,,,,,,,
115,506,sacrifice,2000,ShinyEntertainment,Strategy;Real-Time;Fantasy;General;Fantasy,PC,89,8.8,1-4 ,,,,,,,,,,,,
120,520,rocksmith 2014 edition,2013,Ubisoft,Action;Miscellaneous;Rhythm;Music;Music,PC,89,7.9,No Online Multiplayer,,,,,,,,,,,,
123,528,world soccer winning eleven 9,2006,KCET,Sports;Traditional;Team;Soccer;Sim;Sim,PC,89,8.3,not specified,,,,,,,,,,,,
124,529,worldwide soccer manager 2005,2004,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,89,8.6,2  Online,,,,,,,,,,,,
128,542,nascar racing 2002 season,2002,Papyrus,Driving;Racing;Simulation;Stock Car;Stock Car;Automobile,PC,89,5.8,not specified,,,,,,,,,,,,
130,557,combat mission barbarossa to berlin,2002,BigTimeSoftware,Strategy;Real-Time;Wargame;Real-Time;General,PC,89,8.4,1-2 ,,,,,,,,,,,,
131,559,homeworld cataclysm,2000,BarkingDog,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,89,8.9,1-4 ,,,,,,,,,,,,
132,563,the walking dead episode 5 no time left,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,PC,89,8.9,not specified,,,,,,,,,,,,
133,564,guild wars,2005,ArenaNet,Role-Playing;General;General;Massively Multiplayer,PC,89,8.4,64+ ,,,,,,,,,,,,
135,569,max payne,2001,RemedyEntertainment,Action;Shooter;Shooter;Third-Person;Modern;Modern;Arcade,PC,89,9.1,No Online Multiplayer,,,,,,,,,,,,
136,571,out of the park baseball 15,2014,not specified,Sports;Traditional;Team;Baseball;Sim,PC,89,7.1,not specified,,,,,,,,,,,,
137,576,world in conflict,2007,MassiveEntertainment,Strategy;Real-Time;Modern;General,PC,89,8.1,16  Online,,,,,,,,,,,,
138,585,nascar racing 4,2001,Papyrus,Driving;Racing;Simulation;Stock Car;Stock Car;Automobile,PC,89,8.0,not specified,,,,,,,,,,,,
139,586,duke nukem 3d,1996,3DRealms,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,89,8.8,1-4 ,,,,,,,,,,,,
140,589,far cry,2004,Crytek,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,89,8.0,No Online Multiplayer,,,,,,,,,,,,
141,591,lone echo,2017,ReadyatDawn,Action Adventure;General,PC,89,7.6,not specified,,,,,,,,,,,,
142,592,fifa soccer 12,2011,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PC,89,7.1,not specified,,,,,,,,,,,,
143,594,xcom enemy unknown,2012,FiraxisGames,Strategy;Turn-Based;General;Sci-Fi;Sci-Fi;General,PC,89,8.2,No Online Multiplayer,,,,,,,,,,,,
145,596,rise of nations,2003,BigHugeGames,Strategy;Real-Time;Historic;General;Historic,PC,89,8.9,1-8 ,,,,,,,,,,,,
146,600,nascar racing 2003 season,2003,Papyrus,Driving;Racing;Simulation;Stock Car;Stock Car;Automobile,PC,89,8.3,1-32 ,,,,,,,,,,,,
147,601,descent 3,2000,OutrageGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,89,8.3,1-16 ,,,,,,,,,,,,
148,603,the curse of monkey island,1997,LucasArts,Adventure;General;General;Point-and-Click,PC,89,9.1,No Online Multiplayer,,,,,,,,,,,,
149,604,rez infinite,2017,UGA,Action;Shooter;Rail,PC,89,7.1,No Online Multiplayer,,,,,,,,,,,,
150,607,battlefield 3,2011,EADICE,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern;Arcade,PC,89,7.6,not specified,,,,,,,,,,,,
151,610,battlefield 1942,2002,DigitalIllusions,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,89,8.6,64  Online,,,,,,,,,,,,
152,615,madden nfl 2003,2002,EASports,Sports;Traditional;Team;Football;Sim;Sim,PC,89,7.5,1-4 ,,,,,,,,,,,,
153,621,dirt 2,2009,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,89,8.2,not specified,,,,,,,,,,,,
157,653,railroad tycoon 2,1998,PopTopSoftware,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,89,8.5,1-8 ,,,,,,,,,,,,
160,662,medieval total war,2002,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,88,8.8,1-8 ,,,,,,,,,,,,
163,678,limbo,2011,PLAYDEAD,Action;Platformer;Platformer;2D;2D,PC,88,8.1,No Online Multiplayer,,,,,,,,,,,,
165,681,crusader kings ii the old gods,2013,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,88,8.7,not specified,,,,,,,,,,,,
166,682,assassins creed brotherhood,2011,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,PC,88,8.2,not specified,,,,,,,,,,,,
167,687,superbike 2001,2000,MilestoneS.r.l,Driving;Racing;Simulation;Motorcycle;Automobile;Street;Street,PC,88,6.6,1-6 ,,,,,,,,,,,,
168,696,fear,2005,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,88,8.3,16  Online,,,,,,,,,,,,
172,705,tribes 2,2001,Dynamix,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,88,8.6,not specified,,,,,,,,,,,,
173,706,age of empires ii the conquerors,2000,EnsembleStudios,Strategy;Real-Time;Historic;Historic;Command,PC,88,9.0,1-8 ,,,,,,,,,,,,
174,723,tiger woods pga tour 2004,2003,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,88,8.0,1-8 ,,,,,,,,,,,,
175,724,warcraft iii the frozen throne,2003,BlizzardEntertainment,Strategy;Real-Time;Fantasy;General;Fantasy,PC,88,9.0,1-12 ,,,,,,,,,,,,
177,731,far cry 3,2012,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,88,8.3,Up to 4 ,,,,,,,,,,,,
178,734,world soccer winning eleven 8 international,2005,KCET,Sports;Traditional;Team;Soccer;Sim;Sim,PC,88,7.9,1-8 ,,,,,,,,,,,,
179,743,torchlight 2,2012,RunicGames,Role-Playing;Action RPG;Action RPG,PC,88,8.6,Online Multiplayer,,,,,,,,,,,,
182,761,myth ii soulblighter,1998,"BungieSoftware,Bungie",Strategy;Real-Time;Fantasy;General,PC,88,9.0,1-16 ,,,,,,,,,,,,
183,772,return to castle wolfenstein,2001,GrayMatter,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,88,8.7,Online Multiplayer,,,,,,,,,,,,
184,777,shogo mobile armor division,1998,MonolithProductions,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,88,8.6,Online Multiplayer,,,,,,,,,,,,
185,778,thirty flights of loving,2012,BlendoGames,Adventure;General;3D;First-Person,PC,88,5.0,not specified,,,,,,,,,,,,
186,780,hearthstone heroes of warcraft,2014,BlizzardEntertainment,Card Battle;Strategy;Miscellaneous;Turn-Based;Card Battle,PC,88,6.1,2 ,,,,,,,,,,,,
188,784,medieval ii total war,2006,CreativeAssembly,Strategy;Real-Time;Historic;General,PC,88,8.9,Online Multiplayer,,,,,,,,,,,,
189,790,f1 2002,2002,EASports,Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,88,7.4,1-8 ,,,,,,,,,,,,
190,792,the stanley parable,2013,DaveyWreden,Action;Adventure;General;General;3D;First-Person;Modern,PC,88,8.0,not specified,,,,,,,,,,,,
191,795,bioshock 2,2010,2KMarin,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,88,8.0,10  Online,,,,,,,,,,,,
192,796,counterstrike source,2004,ValveSoftware,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,88,8.9,Online Multiplayer,,,,,,,,,,,,
195,802,starcraft ii legacy of the void,2015,BlizzardEntertainment,Sci-Fi;Sci-Fi;Strategy;Real-Time;General;Command,PC,88,8.3,not specified,,,,,,,,,,,,
197,806,rise of nations thrones patriots,2004,BigHugeGames,Strategy;Real-Time;Historic;General;Historic,PC,88,8.8,1-8 ,,,,,,,,,,,,
198,807,sid meiers pirates,2004,FiraxisGames,Strategy;General;General,PC,88,8.3,No Online Multiplayer,,,,,,,,,,,,
201,815,armadillo run,2006,PeterStock,Miscellaneous;Puzzle;Puzzle;General;General,PC,88,8.2,not specified,,,,,,,,,,,,
202,818,world of warcraft legion,2016,BlizzardEntertainment,Role-Playing;Massively Multiplayer,PC,88,7.3,not specified,,,,,,,,,,,,
203,828,dark age of camelot,2001,MythicEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,88,8.3,Massively Multiplayer,,,,,,,,,,,,
204,829,baldurs gate ii throne of bhaal,2001,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,88,8.8,1-6 ,,,,,,,,,,,,
205,830,counterstrike,2000,TheCounter-StrikeTeam,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern,PC,88,9.2,Online Multiplayer,,,,,,,,,,,,
208,835,tony hawks pro skater 4,2003,Beenox,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,88,8.4,1-8 ,,,,,,,,,,,,
213,853,plants vs zombies,2009,PopCap,Strategy;Real-Time;Fantasy;General;Fantasy;Defense,PC,87,8.9,not specified,,,,,,,,,,,,
215,860,super meat boy,2010,TeamMeat,Action;Platformer;Platformer;2D;2D,PC,87,8.3,No Online Multiplayer,,,,,,,,,,,,
216,863,football manager 2010,2009,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,87,8.9,not specified,,,,,,,,,,,,
217,864,final fantasy xiv stormblood,2017,SquareEnix,Role-Playing;Massively Multiplayer,PC,87,7.0,not specified,,,,,,,,,,,,
218,874,oddworld abes oddysee new n tasty,2015,JustAddWater,Action;Platformer;Platformer;2D;2D,PC,87,7.8,No Online Multiplayer,,,,,,,,,,,,
219,884,tom clancys splinter cell pandora tomorrow,2004,UbisoftShanghai,Action Adventure;Modern;General;Modern,PC,87,8.1,1-4 ,,,,,,,,,,,,
220,886,europa universalis 2,2001,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,87,8.8,not specified,,,,,,,,,,,,
221,890,burnout paradise the ultimate box,2009,CriterionGames,Driving;Racing;Arcade;Arcade;Automobile,PC,87,7.6,8  Online,,,,,,,,,,,,
224,898,steinsgate,2014,M2,First-Person;Modern;Adventure;General;Visual Novel,PC,87,8.8,No Online Multiplayer,,,,,,,,,,,,
225,900,grid,2008,Codemasters,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,87,7.9,12  Online,,,,,,,,,,,,
226,904,crypt of the necrodancer,2015,BraceYourselfGames,Action;Role-Playing;General;Action RPG,PC,87,7.8,not specified,,,,,,,,,,,,
227,908,sins of aar empire,2008,IroncladGames,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,87,8.2,10  Online,,,,,,,,,,,,
228,913,mechwarrior 4 vengeance,2000,FASAStudio,Simulation;Sci-Fi;Vehicle;Mech;Combat,PC,87,8.3,1-16 ,,,,,,,,,,,,
229,914,thief ii the metal age,2000,LookingGlassStudios,Action Adventure;Fantasy;General;Fantasy,PC,87,9.0,No Online Multiplayer,,,,,,,,,,,,
231,918,monkey island 2 lechucks revenge,2010,LucasArts,Adventure;General;General;Point-and-Click,PC,87,8.9,No Online Multiplayer,,,,,,,,,,,,
232,919,halflife 2 episode one,2006,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,87,8.6,1 Player,,,,,,,,,,,,
233,925,the swapper,2013,FacepalmGames,Action;Platformer;Platformer;2D;2D,PC,87,8.7,No Online Multiplayer,,,,,,,,,,,,
235,930,year walk,2014,Simogo,Miscellaneous;Adventure;General;3D;First-Person;Modern,PC,87,7.0,not specified,,,,,,,,,,,,
237,946,towerfall ascension,2014,MattThorson,Action;General,PC,87,6.7,No Online Multiplayer,,,,,,,,,,,,
239,951,battlefield 3 armored kill,2012,EADICE,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern;Arcade,PC,87,7.1,not specified,,,,,,,,,,,,
240,955,nhl 2002,2001,EASports,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PC,87,8.2,1-4 ,,,,,,,,,,,,
241,957,icewind dale,2000,BlackIsleStudios,Role-Playing;PC-style RPG;General;PC-style RPG;Western-Style,PC,87,8.3,not specified,,,,,,,,,,,,
243,975,brothers in arms road to hill 30,2005,GearboxSoftware,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,87,7.2,4  Online,,,,,,,,,,,,
244,978,kohan immortal sovereigns,2001,TimeGateStudios,Strategy;General;General,PC,87,8.8,1-8 ,,,,,,,,,,,,
246,988,raw data,2017,Survios,Action;Shooter;First-Person;Arcade,PC,87,6.6,Online Multiplayer,,,,,,,,,,,,
247,995,diablo iii reaper of souls,2014,BlizzardEntertainment,Action RPG;Role-Playing;Action RPG,PC,87,6.6,not specified,,,,,,,,,,,,
248,1005,shogun total war,2001,CreativeAssembly,Strategy;Turn-Based;Real-Time;Historic;Historic;General,PC,87,8.8,1-8 ,,,,,,,,,,,,
249,1006,serious sam the first encounter,2001,Croteam,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,PC,87,8.4,1-16 ,,,,,,,,,,,,
250,1007,grand prix 3,2000,"HasbroInteractive,Atari",Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,87,8.2,1-4 ,,,,,,,,,,,,
251,1013,call of duty united offensive,2004,GrayMatter,Action;Shooter;Shooter;First-Person;Third-Person;Historic;Tactical;Historic;Arcade,PC,87,8.2,32  Online,,,,,,,,,,,,
253,1017,company of heroes opposing fronts,2007,Relic,Strategy;Real-Time;Military;General;Military,PC,87,8.7,6  Online,,,,,,,,,,,,
254,1022,psychonauts,2005,DoubleFineProductions,Action;Platformer;Platformer;3D;3D,PC,87,8.8,No Online Multiplayer,,,,,,,,,,,,
256,1028,out of the park baseball 4,2002,OutOfTheParkDevelopments,Sports;Traditional;Baseball;Sim,PC,87,7.8,not specified,,,,,,,,,,,,
259,1044,nhl 2004,2003,EASports,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PC,87,8.1,1-12 ,,,,,,,,,,,,
260,1046,zeus master of olympus,2000,ImpressionsGames,Strategy;General;General;Management;Government,PC,87,8.9,1 Player,,,,,,,,,,,,
263,1055,world of warcraft warlords of draenor,2014,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,87,6.0,Massively Multiplayer,,,,,,,,,,,,
264,1058,warhammer 40000 dawn of war dark crusade,2006,Relic,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,87,8.9,8  Online,,,,,,,,,,,,
265,1062,iconoclasts,2018,"JoakimSandberg,Konjak",Action Adventure;Open-World,PC,87,7.5,No Online Multiplayer,,,,,,,,,,,,
266,1073,commandos 2 men of courage,2001,PyroStudios,Strategy;Real-Time;Military;General;Military,PC,87,8.8,1 Player,,,,,,,,,,,,
268,1079,tales from the borderlands episode 5 the vault of the traveler,2015,TelltaleGames,Adventure;General,PC,86,8.7,not specified,,,,,,,,,,,,
269,1083,bastion,2011,SupergiantGames,Action;Role-Playing;General;Action RPG;Action RPG,PC,86,8.5,No Online Multiplayer,,,,,,,,,,,,
