,Unnamed: 0,Title,Year_x,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Rank,Game,Month,Year_y,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
504,1874,rise of nations rise of legends,2006,BigHugeGames,Strategy;Real-Time;Fantasy;General;Fantasy,PC,84,8.5,8  Online,,,,,,,,,,,,
505,1877,toca race driver 3,2006,Codemasters,Driving;Racing;Simulation;General;General;GT / Street;Automobile,PC,84,7.9,12  Online,,,,,,,,,,,,
508,1889,defcon everybody dies,2006,Introversion,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,84,8.3,6  Online,,,,,,,,,,,,
509,1900,tron 20,2003,MonolithProductions,Action;Action Adventure;Shooter;General;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,84,8.4,1-16 ,,,,,,,,,,,,
511,1907,brothers in arms earned in blood,2005,GearboxSoftware,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,84,7.4,4  Online,,,,,,,,,,,,
513,1918,icey,2016,"ShanghaiFantaBladeNetworkTechnologyCo.,Ltd.",Action;Platformer;2D,PC,84,7.4,No Online Multiplayer,,,,,,,,,,,,
514,1920,grim fandango,2015,DoubleFineProductions,Adventure;3D;Third-Person;Fantasy,PC,84,8.1,No Online Multiplayer,,,,,,,,,,,,
516,1924,the lord of the rings the battle for middleearth 2,2006,EALA,Strategy;Real-Time;Fantasy;General;Fantasy,PC,84,7.6,8  Online,,,,,,,,,,,,
517,1929,battlefield vietnam,2004,DigitalIllusions,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,84,7.5,1-64 ,,,,,,,,,,,,
518,1930,medieval total war viking invasion,2003,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,84,8.8,1-8 ,,,,,,,,,,,,
520,1936,guild wars nightfall,2006,ArenaNet,Role-Playing;General;General;Massively Multiplayer,PC,84,8.6,64+  Online,,,,,,,,,,,,
522,1944,the binding of isaac,2011,"EdmundMcMillen,FlorianHimsl",Action;Action Adventure;Shooter;Horror;Horror;Shooter;Static;Shoot-'Em-Up;Top-Down,PC,84,8.4,No Online Multiplayer,,,,,,,,,,,,
523,1945,enemy territory quake wars,2007,SplashDamage,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,84,8.3,32  Online,,,,,,,,,,,,
525,1954,trine 2,2011,"Frozenbyte,Inc.",Action;Platformer;Platformer;2D;2D,PC,84,8.4,not specified,,,,,,,,,,,,
528,1964,the wolf among us episode 5 cry wolf,2014,TelltaleGames,Fantasy;Action Adventure;Adventure;General;Fantasy;Point-and-Click,PC,84,8.8,not specified,,,,,,,,,,,,
529,1967,shift 2 unleashed,2011,SlightlyMadStudios,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,84,6.2,not specified,,,,,,,,,,,,
531,1969,sid meiers civilization iv warlords,2006,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,84,8.3,1-12 ,,,,,,,,,,,,
533,1974,battlefield 1942 the road to rome,2003,DigitalIllusions,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,84,7.8,1-64 ,,,,,,,,,,,,
534,1978,poseidon,2001,ImpressionsGames,Strategy;General;Management;Government,PC,84,8.4,1 Player,,,,,,,,,,,,
535,1985,f1 2010,2010,CodemastersBirmingham,Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,84,6.6,not specified,,,,,,,,,,,,
537,1987,shatter,2010,SidheInteractive,Action;General;General,PC,84,7.3,No Online Multiplayer,,,,,,,,,,,,
538,1992,darwinia,2005,Introversion,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,84,7.9,1 Player,,,,,,,,,,,,
539,1997,yokus island express,2018,VillaGorilla,Action;Pinball,PC,84,7.6,No Online Multiplayer,,,,,,,,,,,,
541,2001,ultimate general gettysburg,2014,Game-Labs,Strategy;Real-Time;General;Military,PC,84,7.9,not specified,,,,,,,,,,,,
542,2022,final fantasy xi treasures of aht urhgan,2006,SquareEnix,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,83,6.9,Massively Multiplayer,,,,,,,,,,,,
544,2036,mdk2,2000,BioWare,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,83,8.2,No Online Multiplayer,,,,,,,,,,,,
545,2038,gunpoint,2013,TomFrancis,Miscellaneous;Puzzle;General;Puzzle;General,PC,83,8.4,not specified,,,,,,,,,,,,
547,2043,beyond good evil,2003,UbisoftMontpellier,Action Adventure;Fantasy;General;Fantasy,PC,83,8.7,No Online Multiplayer,,,,,,,,,,,,
548,2046,anno 2070,2011,"BlueByte,RelatedDesigns",Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,83,7.0,not specified,,,,,,,,,,,,
551,2055,final fantasy x x2 remaster,2016,SquareEnix,Miscellaneous;Compilation,PC,83,8.6,No Online Multiplayer,,,,,,,,,,,,
552,2058,guild wars 2 path of fire,2017,ArenaNet,Role-Playing;Massively Multiplayer,PC,83,7.9,not specified,,,,,,,,,,,,
554,2067,silent storm,2004,NivalInteractive,Strategy;Turn-Based;Historic;Historic;Tactics,PC,83,8.9,1 Player,,,,,,,,,,,,
555,2070,command conquer generals zero hour,2003,EALA,Strategy;Real-Time;Modern;General;Modern,PC,83,9.0,not specified,,,,,,,,,,,,
556,2071,homeworld 2,2003,Relic,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,83,8.4,1-6 ,,,,,,,,,,,,
557,2074,galactic civilizations,2003,Stardock,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,83,7.9,1 Player,,,,,,,,,,,,
558,2076,everquest the shadows of luclin,2001,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,83,7.2,Massively Multiplayer,,,,,,,,,,,,
561,2093,fable the lost chapters,2005,LionheadStudios,Role-Playing;Action RPG;Action RPG,PC,83,8.6,No Online Multiplayer,,,,,,,,,,,,
563,2105,bleed 2,2017,BootdiskRevolution,Action;Platformer;2D,PC,83,7.3,not specified,,,,,,,,,,,,
564,2112,unreal tournament 3,2007,EpicGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,83,8.0,32  Online,,,,,,,,,,,,
566,2120,the elder scrolls online summerset,2018,ZeniMaxMedia,Role-Playing;Massively Multiplayer,PC,83,5.1,not specified,,,,,,,,,,,,
567,2121,the blackwell epiphany,2014,WadjetEyeGames,General;General;Adventure;Point-and-Click,PC,83,7.7,not specified,,,,,,,,,,,,
568,2128,tomb raider anniversary,2007,NixxesSoftware,Action Adventure;Modern;Modern;Linear,PC,83,8.1,No Online Multiplayer,,,,,,,,,,,,
570,2134,need for speed shift,2009,SlightlyMadStudios,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,83,5.8,not specified,,,,,,,,,,,,
571,2135,hearts of iron 2,2005,ParadoxDevelopmentStudio,Strategy;Real-Time;Military;General;Military,PC,83,8.6,32  Online,,,,,,,,,,,,
572,2142,fifa soccer 11,2010,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,PC,83,7.7,not specified,,,,,,,,,,,,
573,2143,project cars,2015,SlightlyMadStudios,Driving;General;Racing;Simulation;General;Automobile,PC,83,7.1,not specified,,,,,,,,,,,,
574,2151,fifa soccer 2003,2002,EACanada,Sports;Traditional;Team;Soccer;Sim;Sim,PC,83,7.0,1-16 ,,,,,,,,,,,,
575,2152,icewind dale 2,2002,BlackIsleStudios,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,83,8.3,not specified,,,,,,,,,,,,
578,2154,everquest ii echoes of faydwer,2006,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,83,8.5,Massively Multiplayer,,,,,,,,,,,,
579,2165,everquest 2,2004,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,83,7.4,Massively Multiplayer,,,,,,,,,,,,
583,2175,card hunter 2013,2013,BlueManchu,Strategy;General,PC,83,7.9,not specified,,,,,,,,,,,,
584,2176,sam max the devils playhouse episode 2 the tomb of sammunmak,2010,TelltaleGames,Miscellaneous;Adventure;General;3D;Compilation;Third-Person,PC,83,7.8,not specified,,,,,,,,,,,,
586,2189,darksiders,2010,VigilGames,Action Adventure;Modern;Fantasy;Modern;Open-World,PC,83,7.7,No Online Multiplayer,,,,,,,,,,,,
587,2192,tom clancys rainbow six 3 raven shield,2003,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,83,8.8,1-16 ,,,,,,,,,,,,
588,2194,world of outlaws sprint cars,2003,Ratbag,Driving;Racing;Simulation;Arcade;Stock Car;Other;Automobile,PC,83,7.9,1-10 ,,,,,,,,,,,,
589,2196,colin mcrae rally 20,2001,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,83,8.5,1-8 ,,,,,,,,,,,,
590,2197,combat flight simulator 2 wwii pacific theater,2000,MicrosoftGameStudios,Simulation;Flight;WWII;WWII;Combat,PC,83,8.1,1-16 ,,,,,,,,,,,,
593,2213,prey 2006,2006,HumanHeadStudios,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,83,7.9,8  Online,,,,,,,,,,,,
594,2216,metal gear rising revengeance,2014,PlatinumGames,Action;Action Adventure;Shooter;General;Modern;Third-Person;Tactical;Modern,PC,83,7.9,No Online Multiplayer,,,,,,,,,,,,
595,2222,starseed pilgrim,2013,Droqen,Simulation;General;General,PC,83,6.1,not specified,,,,,,,,,,,,
596,2223,age of conan rise of the godslayer,2010,Funcom,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,83,8.1,not specified,,,,,,,,,,,,
597,2227,alan wake,2012,RemedyEntertainment,Action Adventure;Modern;Horror;Horror;Survival,PC,83,8.0,not specified,,,,,,,,,,,,
598,2232,tiger woods pga tour 2002,2002,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,83,5.0,1-8 ,,,,,,,,,,,,
599,2233,monaco whats yours is mine,2013,PocketwatchGames,Adventure;General;General,PC,83,7.7,1-4 ,,,,,,,,,,,,
600,2237,transistor,2014,SupergiantGames,Role-Playing;Action RPG;Action RPG,PC,83,8.3,No Online Multiplayer,,,,,,,,,,,,
601,2256,the sexy brutale,2017,"TequilaWorks,CavalierGameStudios",Adventure;General,PC,83,8.1,No Online Multiplayer,,,,,,,,,,,,
602,2258,helldivers,2015,ArrowheadGameStudios,Action;Shooter;Third-Person;Arcade,PC,83,7.0,not specified,,,,,,,,,,,,
603,2260,worldwide soccer manager 2009,2008,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,83,8.1,8  Online,,,,,,,,,,,,
604,2261,call of duty world at war,2008,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,83,7.5,not specified,,,,,,,,,,,,
605,2262,torchlight,2009,RunicGames,Role-Playing;Action RPG;Action RPG,PC,83,8.0,not specified,,,,,,,,,,,,
606,2264,valdis story abyssal city,2013,EndlessFluff,Action;Platformer;Platformer;2D;2D,PC,83,8.0,not specified,,,,,,,,,,,,
607,2272,crimson skies,2000,ZipperInteractive,Simulation;Flight;Sci-Fi;Futuristic Jet;Futuristic Jet;Combat,PC,83,8.4,1-8 ,,,,,,,,,,,,
608,2281,race 07 official wtcc game,2007,SimBin,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,83,8.9,24  Online,,,,,,,,,,,,
610,2294,everquest ii rise of kunark,2007,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,83,8.0,1 Player,,,,,,,,,,,,
611,2303,the legend of heroes trails in the sky the 3rd,2017,Falcom,Role-Playing;Japanese-Style,PC,83,7.7,not specified,,,,,,,,,,,,
612,2305,dark age of camelot catacombs,2004,MythicEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,83,7.9,Massively Multiplayer,,,,,,,,,,,,
614,2310,spore creature creator,2008,"Maxis,EARedwoodShores",Strategy;Breeding/Constructing;General;Breeding/Constructing,PC,83,8.1,not specified,,,,,,,,,,,,
615,2312,colin mcrae rally 2005,2004,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,83,7.4,8  Online,,,,,,,,,,,,
616,2318,tom clancys splinter cell conviction,2010,UbisoftMontreal,Action Adventure;Modern;General;Modern,PC,83,5.3,not specified,,,,,,,,,,,,
617,2321,tribes vengeance,2004,IrrationalGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,83,7.6,32  Online,,,,,,,,,,,,
619,2335,the banner saga 3,2018,Stoic,Strategy;Turn-Based;Tactics,PC,83,8.0,No Online Multiplayer,,,,,,,,,,,,
620,2336,gtr evolution,2008,SimBin,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,83,8.2,not specified,,,,,,,,,,,,
621,2338,life is strange episode 5 polarized,2015,DONTNODEntertainment,Action Adventure;General,PC,83,8.4,not specified,,,,,,,,,,,,
622,2343,broforce,2014,FreeLives,Platformer;2D;Action;Platformer;2D,PC,83,8.0,not specified,,,,,,,,,,,,
623,2352,independence war 2 edge of chaos,2001,ParticleSystems,Simulation;Sci-Fi;Space;Large Spaceship;Large Spaceship;Civilian,PC,83,8.4,not specified,,,,,,,,,,,,
624,2353,myst iii exile,2001,PrestoStudios,Adventure;3D;First-Person;Fantasy;Fantasy,PC,83,8.2,1 Player,,,,,,,,,,,,
625,2356,superbrothers sword sworcery ep,2012,CapyGames,Adventure;General;General,PC,83,6.4,No Online Multiplayer,,,,,,,,,,,,
626,2357,sid meiers civilization iv colonization,2008,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,83,6.8,not specified,,,,,,,,,,,,
627,2359,steel division normandy 44,2017,EugenSystems,Strategy;Real-Time;General;Tactics,PC,83,7.6,Online Multiplayer,,,,,,,,,,,,
629,2364,europa universalis 3,2007,ParadoxDevelopmentStudio,Strategy;General;General,PC,83,8.4,32  Online,,,,,,,,,,,,
630,2366,duskers,2016,MisfitsAttic,Strategy;General,PC,83,7.1,No Online Multiplayer,,,,,,,,,,,,
631,2367,f1 2011,2011,Codemasters,Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,83,7.1,not specified,,,,,,,,,,,,
632,2369,prince of persia warrior within,2004,UbisoftMontreal,Action Adventure;Fantasy;Fantasy;Linear,PC,83,8.5,No Online Multiplayer,,,,,,,,,,,,
633,2370,door kickers,2014,KillHouseGames,Modern;Modern;Strategy;Real-Time;General;Tactics,PC,83,7.9,Online Multiplayer,,,,,,,,,,,,
636,2390,outland,2014,"Housemarque,KnockoutGames",Action;Platformer;2D,PC,83,7.3,not specified,,,,,,,,,,,,
637,2399,mechwarrior 4 mercenaries,2002,FASAStudio,Simulation;Sci-Fi;Vehicle;Mech;Mech;Combat,PC,83,8.9,1-16 ,,,,,,,,,,,,
639,2404,invisible inc,2015,KleiEntertainment,Sci-Fi;Strategy;Turn-Based;General;Tactics,PC,82,8.0,not specified,,,,,,,,,,,,
640,2408,dark souls ii crown of the ivory king,2014,NamcoBandaiGames,Role-Playing;Action RPG,PC,82,8.1,not specified,,,,,,,,,,,,
641,2414,red faction guerrilla,2009,"VolitionInc.,ReactorZero",Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,82,7.6,not specified,,,,,,,,,,,,
642,2416,the book of unwritten tales,2011,KINGArt,Adventure;General;General,PC,82,8.3,not specified,,,,,,,,,,,,
643,2429,capitalism 2,2001,EnlightSoftware,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,82,8.8,not specified,,,,,,,,,,,,
644,2430,rally trophy,2001,Bugbear,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,82,8.6,1-6 ,,,,,,,,,,,,
645,2438,dark souls iii the ringed city,2017,FromSoftware,Role-Playing;Action RPG,PC,82,8.3,not specified,,,,,,,,,,,,
646,2439,dawn of discovery,2009,"BlueByte,RelatedDesigns",Strategy;Real-Time;Historic;General;Historic,PC,82,8.8,4  Online,,,,,,,,,,,,
647,2446,la noire vr case files,2017,RockstarGames,Adventure;3D;First-Person,PC,82,6.6,not specified,,,,,,,,,,,,
648,2447,city of villains,2005,ParagonStudios,Role-Playing;Massively Multiplayer Online;Modern;Modern,PC,82,7.9,Massively Multiplayer,,,,,,,,,,,,
649,2449,the banner saga 2,2016,Stoic,Role-Playing;General;Strategy;Turn-Based;Tactics,PC,82,8.3,No Online Multiplayer,,,,,,,,,,,,
650,2453,kentucky route zero act 2,2013,CardboardComputer,Adventure;General;General,PC,82,8.1,not specified,,,,,,,,,,,,
652,2462,tom clancys splinter cell blacklist,2013,UbisoftToronto,Action Adventure;Modern;General;Modern,PC,82,7.5,not specified,,,,,,,,,,,,
654,2481,f1 2018,2018,Codemasters,Racing;Simulation;Automobile,PC,83,7.4,Up to 20 ,,,,,,,,,,,,
655,2485,act of war direct action,2005,EugenSystems,Strategy;Real-Time;Military;General;Military,PC,82,8.4,8  Online,,,,,,,,,,,,
657,2494,sokobond,2013,AlanHazelden&HarryLee,Miscellaneous;Puzzle;Action;Puzzle;Action,PC,82,7.7,1 Player,,,,,,,,,,,,
658,2501,sam max episode 105 reality 20,2007,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,82,8.4,No Online Multiplayer,,,,,,,,,,,,
659,2504,bejeweled 3,2010,PopCap,Miscellaneous;Puzzle;Puzzle;Puzzle;Matching;Matching,PC,82,8.1,not specified,,,,,,,,,,,,
660,2505,dangerous waters,2005,Sonalysts,Simulation;Submarine;Marine;Combat,PC,82,8.8,32  Online,,,,,,,,,,,,
661,2509,tomb raider legend,2006,NixxesSoftware,Action Adventure;Modern;Modern;Linear,PC,82,7.9,No Online Multiplayer,,,,,,,,,,,,
662,2511,asherons call 2 fallen kings,2002,TurbineInc.,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,82,7.9,Massively Multiplayer,,,,,,,,,,,,
663,2516,gemini rue,2011,"WadjetEyeGames,JoshuaNuernberger",Adventure;General;Third-Person;General;Point-and-Click;Sci-Fi,PC,82,8.4,not specified,,,,,,,,,,,,
664,2520,antichamber,2013,Demruth,Miscellaneous;Puzzle;General;Puzzle;General,PC,82,8.3,not specified,,,,,,,,,,,,
665,2523,neverwinter nights 2,2006,ObsidianEntertainment,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,82,6.6,Online Multiplayer,,,,,,,,,,,,
666,2527,dragon age origins awakening,2010,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,82,7.8,No Online Multiplayer,,,,,,,,,,,,
668,2530,hearthstone blackrock mountain,2015,BlizzardEntertainment,Strategy;Turn-Based;Card Battle,PC,82,6.0,not specified,,,,,,,,,,,,
669,2532,rome total war barbarian invasion,2005,CreativeAssembly,Strategy;Real-Time;Historic;General,PC,82,8.4,8  Online,,,,,,,,,,,,
670,2544,hacknet,2015,Orann,General;Miscellaneous;General,PC,82,7.9,No Online Multiplayer,,,,,,,,,,,,
671,2547,tales of monkey island chapter 3 lair of the leviathan,2009,TelltaleGames,Adventure;General;3D;Fantasy;Third-Person;Fantasy,PC,82,7.9,No Online Multiplayer,,,,,,,,,,,,
672,2551,neverwinter nights 2 mask of the betrayer,2007,ObsidianEntertainment,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,82,8.5,4  Online,,,,,,,,,,,,
673,2553,sins of aar empire rebellion,2012,IroncladGames,Strategy;General;General,PC,82,7.9,Online Multiplayer,,,,,,,,,,,,
674,2554,broken sword the sleeping dragon,2003,RevolutionSoftware,Adventure;3D;Modern;Third-Person;Modern,PC,82,7.5,No Online Multiplayer,,,,,,,,,,,,
675,2555,age of wonders shadow magic,2003,TriumphStudios,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,82,8.5,1-8 ,,,,,,,,,,,,
676,2559,tom clancys ghost recon desert siege,2002,RedStormEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,82,7.6,not specified,,,,,,,,,,,,
677,2560,warlords battlecry 2,2002,StrategicStudiesGroup,Strategy;Real-Time;Fantasy;General;Fantasy,PC,82,8.4,not specified,,,,,,,,,,,,
678,2562,football manager live,2009,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,82,3.1,not specified,,,,,,,,,,,,
679,2565,marvel ultimate alliance,2006,RavenSoftware,Role-Playing;Action RPG;Action RPG,PC,82,7.9,Online Multiplayer,,,,,,,,,,,,
680,2567,the talos principle road to gehenna,2015,Croteam,Adventure;3D;First-Person,PC,82,7.7,not specified,,,,,,,,,,,,
681,2568,lara croft and the guardian of light,2010,"CrystalDynamics,NixxesSoftware",Action Adventure;Adventure;General;General,PC,82,8.1,not specified,,,,,,,,,,,,
682,2569,stellaris utopia,2017,ParadoxDevelopmentStudio,Strategy;Real-Time;General,PC,82,8.3,not specified,,,,,,,,,,,,
683,2571,aquaria,2007,BitBlot,Action Adventure;Fantasy;General;Fantasy,PC,82,8.2,not specified,,,,,,,,,,,,
684,2572,need for speed underground,2003,BlackBox,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,82,8.3,1-4 ,,,,,,,,,,,,
685,2574,trackmania sunrise,2005,Nadeo,Driving;Racing;Arcade;Arcade;Automobile,PC,82,8.6,32  Online,,,,,,,,,,,,
686,2575,kings quest chapter 1 a knight to remember,2015,TheOddGentlemen,Adventure;General,PC,82,7.3,not specified,,,,,,,,,,,,
687,2585,dragon age 2,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,PC,82,4.5,No Online Multiplayer,,,,,,,,,,,,
688,2588,pyre,2017,SupergiantGames,Role-Playing;General,PC,82,8.0,not specified,,,,,,,,,,,,
689,2590,endless legend,2014,AmplitudeStudios,Strategy;Turn-Based;General;4X,PC,82,7.9,Online Multiplayer,,,,,,,,,,,,
690,2602,tom clancys ghost recon island thunder,2002,RedStormEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,82,8.3,not specified,,,,,,,,,,,,
691,2605,stalker shadow of chernobyl,2007,GSCGameWorld,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,82,8.5,Online Multiplayer,,,,,,,,,,,,
692,2615,kero blaster,2014,StudioPixel,General;Action;Platformer;Shooter;2D;Scrolling;Shoot-'Em-Up;Vertical,PC,82,7.2,No Online Multiplayer,,,,,,,,,,,,
693,2620,monday night combat,2011,UberEntertainment,Action;Shooter;Shooter;Third-Person;Modern;Modern;Arcade,PC,82,7.3,1 Player,,,,,,,,,,,,
694,2622,videoball,2016,ActionButtonEntertainment,Sports;General,PC,82,7.3,not specified,,,,,,,,,,,,
695,2624,the wolf among us episode 3 a crooked mile,2014,TelltaleGames,Fantasy;Action Adventure;Adventure;General;Fantasy;Point-and-Click,PC,82,8.6,not specified,,,,,,,,,,,,
696,2638,airborne assault red devils over arnhem,2002,PantherGames,Strategy;Wargame;Turn-Based,PC,82,7.4,1-2 ,,,,,,,,,,,,
697,2641,fallout tactics brotherhood of steel,2001,14DegreesEast,Role-Playing;Action RPG;Action RPG,PC,82,7.7,not specified,,,,,,,,,,,,
698,2644,need for speed underground 2,2004,EACanada,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,82,8.6,No Online Multiplayer,,,,,,,,,,,,
699,2649,nhl eastside hockey manager 2005,2005,SportsInteractive,Sports;Traditional;Team;Ice Hockey;Management;Sim,PC,82,6.6,1 Player,,,,,,,,,,,,
700,2650,legend of grimrock,2012,AlmostHuman,Role-Playing;General;General,PC,82,8.1,not specified,,,,,,,,,,,,
701,2651,super hydorah,2017,Locomalito,Action;Shooter;Shoot-'Em-Up;Horizontal,PC,82,tbd,not specified,,,,,,,,,,,,
702,2654,dominions 3 the awakening,2006,IllwinterDesignGroup,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,82,8.1,1 Player,,,,,,,,,,,,
703,2660,bulletstorm,2011,"EpicGames,PeopleCanFly",General;Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,82,7.7,not specified,,,,,,,,,,,,
704,2670,borderlands 2 mr torgues campaign of carnage,2012,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,82,7.4,not specified,,,,,,,,,,,,
705,2672,desktop dungeons,2010,QCFDesign,General;Role-Playing;General;Roguelike,PC,82,8.1,not specified,,,,,,,,,,,,
706,2673,fallout new vegas old world blues,2011,ObsidianEntertainment,Role-Playing;First-Person;First-Person;Western-Style,PC,82,7.7,not specified,,,,,,,,,,,,
708,2680,mvp baseball 2004,2004,EASports,Sports;Traditional;Team;Baseball;Sim;Sim,PC,82,7.9,1-2 ,,,,,,,,,,,,
709,2681,europa 1400 the guild,2002,4HeadStudios,Strategy;Real-Time;Historic;General;Historic,PC,82,8.7,1-8 ,,,,,,,,,,,,
710,2684,battle realms,2001,LiquidEntertainment,Strategy;Real-Time;Fantasy;General;Fantasy,PC,82,8.6,1-8 ,,,,,,,,,,,,
711,2685,warlords battlecry,2000,StrategicStudiesGroup,Strategy;General;General,PC,82,8.0,1-6 ,,,,,,,,,,,,
712,2688,sam max episode 201 ice station santa,2007,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,82,8.5,1 Player,,,,,,,,,,,,
713,2698,semblance,2018,Nyamakop,Action;Platformer;2D,PC,82,tbd,No Online Multiplayer,,,,,,,,,,,,
714,2705,technobabylon,2015,Technocrat,Adventure;General;Point-and-Click,PC,82,7.7,not specified,,,,,,,,,,,,
715,2708,world of warcraft mists of pandaria,2012,BlizzardEntertainment,Fantasy;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,82,4.9,Massively Multiplayer,,,,,,,,,,,,
716,2710,fifa 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PC,82,4.3,not specified,,,,,,,,,,,,
717,2711,recettear an item shops tale,2010,EasyGameStation,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,82,8.7,not specified,,,,,,,,,,,,
719,2717,ether one,2014,WhitePaperGames,General;Adventure;General;3D;First-Person,PC,82,6.9,not specified,,,,,,,,,,,,
720,2722,the vanishing of ethan carter,2014,TheAstronauts,Miscellaneous;Adventure;General;3D;First-Person,PC,82,8.1,No Online Multiplayer,,,,,,,,,,,,
721,2723,flight simulator x acceleration,2007,MicrosoftGameStudios,Simulation;Flight;Modern Jet;Combat,PC,82,7.3,not specified,,,,,,,,,,,,
722,2729,blood,1997,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,82,8.9,1-8 ,,,,,,,,,,,,
725,2732,command conquer red alert 3,2008,EALA,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,82,6.8,No Online Multiplayer,,,,,,,,,,,,
726,2734,the walking dead episode 1 a new day,2012,TelltaleGames,Action;Miscellaneous;Adventure;General;Compilation;Point-and-Click,PC,82,8.4,not specified,,,,,,,,,,,,
727,2738,links 2003,2002,MicrosoftGameStudios,Sports;Traditional;Golf;Sim,PC,82,6.8,not specified,,,,,,,,,,,,
728,2739,earth beyond,2002,WestwoodStudios,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi;Sci-Fi,PC,82,7.1,Massively Multiplayer,,,,,,,,,,,,
